questionsAnswered,correct answers,timeSpent,halfCorrect,reversed,questionsSkipped,answerChanges,flaggedQuestions,label
42,41,23.74,1,0,8,6,0,fort
44,27,20.73,7,1,3,5,5,moyen
18,2,22.43,5,3,10,3,0,très faible
23,20,21.9,2,0,1,2,2,faible
19,0,17.48,5,2,1,0,1,très faible
11,0,14.63,0,1,2,2,2,très faible
17,17,13.0,0,0,11,0,5,très faible
31,28,22.1,0,1,13,2,1,moyen
13,10,15.4,1,1,0,2,3,très faible
16,5,16.25,4,5,12,0,1,très faible
23,13,19.05,9,0,0,2,4,faible
30,1,12.39,10,5,15,4,4,très faible
44,21,23.21,9,5,10,1,3,faible
31,6,24.68,8,1,10,3,3,très faible
43,30,12.2,0,4,14,4,5,moyen
20,14,19.31,5,1,1,6,2,faible
34,0,17.37,10,3,6,2,2,très faible
27,24,18.11,2,1,18,1,3,faible
13,12,19.68,1,0,7,1,2,très faible
33,19,14.09,7,3,20,3,0,faible
25,16,12.28,2,5,10,6,1,faible
29,12,19.09,7,1,0,5,0,faible
27,1,14.24,9,1,5,2,4,très faible
25,5,21.23,3,2,6,1,2,très faible
19,3,16.74,8,4,17,3,4,très faible
24,9,18.29,1,2,6,0,1,très faible
23,7,23.8,6,1,5,5,3,très faible
26,19,22.48,3,4,20,4,4,faible
25,25,19.49,0,0,8,6,4,faible
41,16,19.97,7,5,16,3,1,très faible
11,2,15.54,1,2,18,0,5,très faible
41,37,17.32,3,0,1,3,4,moyen
12,11,21.51,0,0,20,1,0,très faible
36,9,23.2,4,1,5,1,0,très faible
17,1,16.39,3,4,20,2,1,très faible
19,15,24.04,2,0,15,2,5,très faible
33,5,15.66,9,2,3,6,1,très faible
36,21,17.39,2,2,1,5,3,faible
15,10,14.82,3,0,2,6,4,très faible
16,2,18.09,6,0,6,3,0,très faible
41,9,19.99,9,3,11,6,0,très faible
26,6,19.17,0,0,1,0,2,très faible
37,12,22.88,7,0,16,6,1,très faible
13,5,24.81,2,0,20,5,0,très faible
30,19,22.16,10,1,6,5,4,moyen
12,2,22.16,4,5,2,4,5,très faible
17,9,24.39,8,0,2,6,1,très faible
18,9,24.73,2,2,8,3,0,très faible
13,4,21.86,1,0,9,6,3,très faible
39,15,21.83,9,4,3,4,2,très faible
41,23,18.73,6,3,14,5,3,faible
12,7,15.35,1,0,17,0,2,très faible
36,25,18.35,10,0,14,6,0,moyen
10,7,13.25,0,3,16,2,2,très faible
11,1,20.26,6,0,20,2,3,très faible
19,16,22.01,0,3,14,1,5,très faible
22,17,20.08,4,0,4,0,4,faible
18,11,20.83,6,1,10,6,1,très faible
22,11,20.29,2,3,20,4,4,faible
31,8,23.3,6,0,1,2,1,très faible
22,19,22.29,3,0,5,6,2,faible
37,1,12.11,1,4,14,2,0,très faible
32,4,17.48,1,3,9,2,2,très faible
13,9,17.39,0,1,9,3,5,très faible
38,16,16.31,3,5,6,2,1,faible
15,13,20.69,2,0,19,2,5,très faible
25,20,23.74,3,0,3,6,4,faible
28,3,21.64,0,3,14,3,3,très faible
13,5,19.66,6,0,11,4,2,très faible
15,10,16.23,1,3,6,1,5,très faible
38,14,15.51,7,3,15,1,5,très faible
42,29,19.31,8,3,6,1,4,moyen
33,8,22.02,7,2,14,3,2,très faible
32,10,23.29,6,2,10,2,0,très faible
14,3,21.37,1,0,15,6,1,très faible
39,8,13.11,2,1,0,0,3,très faible
34,25,12.57,4,3,13,0,1,moyen
37,6,13.05,9,5,3,5,4,très faible
10,7,21.38,3,0,2,6,4,très faible
12,11,23.01,1,0,8,2,4,très faible
20,9,22.57,3,5,15,0,2,faible
25,2,15.35,0,4,6,2,5,très faible
33,9,13.18,9,2,5,2,2,très faible
27,19,19.46,8,0,14,2,5,faible
24,4,19.58,9,0,2,3,5,très faible
32,17,23.31,1,4,4,2,3,faible
23,5,14.5,7,5,3,6,2,très faible
10,5,17.19,4,1,9,1,3,très faible
35,25,22.34,3,0,1,4,4,moyen
35,26,14.32,0,4,11,6,5,moyen
37,4,20.76,8,5,0,5,1,très faible
32,3,12.31,8,1,11,3,3,très faible
44,29,24.46,4,3,19,2,4,moyen
33,33,14.08,0,0,1,0,4,fort
38,22,15.88,8,2,19,4,3,faible
23,12,16.08,6,5,5,3,2,faible
37,18,21.28,6,4,3,0,5,faible
37,5,14.54,7,1,20,3,2,très faible
17,2,13.89,0,4,20,0,4,très faible
26,4,19.78,3,0,1,3,5,très faible
22,15,12.16,2,2,5,4,0,faible
18,0,12.75,7,5,11,0,1,très faible
43,17,15.87,5,3,17,0,5,très faible
23,20,18.12,2,1,10,3,2,faible
39,2,21.46,10,5,8,3,3,très faible
13,10,24.88,2,0,18,6,0,très faible
11,2,22.45,2,0,17,5,3,très faible
35,5,18.62,10,1,18,3,1,très faible
25,6,12.52,2,1,15,3,0,très faible
33,11,17.08,2,3,11,4,1,très faible
26,19,12.23,2,2,18,1,1,faible
15,7,21.65,4,4,13,0,0,très faible
29,8,24.88,5,2,4,3,3,très faible
33,23,21.21,1,0,0,5,1,moyen
34,20,12.28,0,1,2,4,5,faible
30,29,12.09,0,0,18,2,2,moyen
19,0,12.55,1,2,20,1,4,très faible
42,26,21.5,0,1,1,1,0,moyen
32,16,15.75,2,4,7,3,0,faible
13,11,18.72,1,0,3,6,5,très faible
22,3,24.66,2,5,7,0,4,très faible
43,6,19.64,8,5,15,2,5,très faible
28,5,24.46,10,1,5,6,4,très faible
29,3,17.25,9,4,3,4,2,très faible
10,8,22.28,0,0,1,5,2,très faible
28,8,13.61,6,4,6,0,0,très faible
21,21,24.93,0,0,7,2,4,faible
43,28,13.07,4,5,11,0,4,moyen
21,19,16.22,0,1,2,1,2,faible
22,20,24.03,0,1,18,5,3,faible
37,19,22.21,7,2,12,2,0,faible
40,30,13.23,4,5,2,4,1,moyen
24,23,13.28,1,0,16,1,2,faible
18,15,20.12,3,0,14,5,3,très faible
37,32,24.05,1,1,17,6,4,fort
26,5,13.38,6,0,12,3,4,très faible
31,19,23.54,8,2,1,5,2,moyen
32,0,14.38,10,4,11,4,3,très faible
34,22,14.71,7,3,17,5,4,moyen
28,20,24.21,8,0,1,4,5,faible
20,2,22.93,1,2,19,6,2,très faible
40,40,19.7,0,0,2,3,4,très fort
27,21,23.43,1,4,5,2,2,faible
17,6,18.19,1,4,8,0,3,très faible
14,9,13.91,5,0,13,5,3,très faible
32,6,14.04,0,2,15,5,2,très faible
17,0,18.14,2,2,20,6,3,très faible
32,13,22.52,8,3,18,0,3,faible
42,15,22.97,4,3,18,4,3,très faible
28,9,23.55,7,3,7,1,3,très faible
11,10,16.28,0,1,9,3,2,très faible
19,5,17.08,8,3,17,1,5,très faible
39,6,14.55,3,1,19,3,0,très faible
41,40,18.53,0,1,11,1,3,très fort
31,7,22.46,1,3,5,3,2,très faible
17,14,12.39,2,1,14,5,4,très faible
36,27,19.93,4,2,20,1,4,moyen
16,0,12.29,6,1,13,1,5,très faible
20,11,20.8,8,0,6,2,2,faible
10,2,18.97,2,0,16,3,0,très faible
41,17,20.56,1,3,14,5,1,faible
37,6,16.45,2,4,15,2,5,très faible
27,11,18.52,6,1,16,1,0,faible
32,7,14.74,3,3,16,2,1,très faible
37,14,24.48,3,2,17,0,5,très faible
13,12,12.13,0,1,11,1,2,très faible
30,13,19.57,9,0,12,3,2,faible
14,14,13.97,0,0,10,4,0,très faible
25,19,16.53,3,2,0,1,0,faible
39,25,12.84,4,5,16,6,4,moyen
25,16,22.92,0,1,18,5,0,faible
17,9,16.56,8,0,15,1,0,très faible
21,8,17.25,1,2,2,3,2,très faible
35,23,13.37,4,0,3,4,1,moyen
27,11,14.4,8,2,14,4,5,faible
34,9,15.61,5,1,20,1,0,très faible
34,34,23.75,0,0,20,2,5,fort
34,28,23.02,1,0,4,0,5,moyen
13,9,12.74,1,2,9,2,4,très faible
18,4,18.26,0,1,20,2,2,très faible
23,9,15.75,2,5,9,6,4,très faible
34,0,20.77,6,2,9,1,0,très faible
10,5,14.4,5,0,18,3,0,très faible
22,3,23.32,10,0,17,1,1,très faible
13,0,13.64,2,5,16,0,0,très faible
30,12,21.39,5,2,6,5,3,faible
11,11,21.2,0,0,12,2,5,très faible
10,2,23.09,7,0,12,5,4,très faible
31,28,12.96,3,0,13,5,1,moyen
15,8,19.83,0,2,6,6,2,très faible
30,19,16.89,5,0,6,0,5,moyen
22,19,12.58,3,0,10,5,0,faible
20,18,12.27,1,1,7,5,1,faible
12,2,14.05,4,1,3,6,3,très faible
35,20,13.24,8,2,1,5,3,faible
11,11,14.59,0,0,2,3,4,très faible
19,13,15.49,6,0,20,3,0,très faible
17,17,12.41,0,0,17,2,5,très faible
31,31,24.03,0,0,2,4,3,moyen
32,27,23.87,3,0,13,4,1,moyen
17,17,14.18,0,0,7,1,0,très faible
34,19,22.95,8,4,6,5,5,faible
16,16,20.32,0,0,7,2,2,très faible
33,6,21.63,7,0,12,1,1,très faible
35,8,17.06,6,1,0,6,2,très faible
15,7,17.84,6,2,8,4,0,très faible
34,29,21.67,3,1,7,3,2,moyen
29,22,14.72,3,0,1,5,0,moyen
10,3,20.89,0,4,20,4,3,très faible
20,10,18.21,4,3,14,2,0,faible
39,3,14.41,3,5,19,6,3,très faible
24,14,20.88,10,0,19,5,1,faible
32,27,17.99,2,2,17,4,1,moyen
23,5,13.5,6,2,18,6,5,très faible
25,20,13.41,4,0,9,6,4,faible
15,14,22.18,1,0,2,6,5,très faible
41,41,17.33,0,0,11,0,5,très fort
35,11,24.15,8,4,13,6,2,très faible
34,19,19.99,8,4,4,4,3,faible
20,11,21.01,7,0,9,4,5,faible
41,33,24.83,5,0,10,4,1,moyen
17,8,18.65,6,2,8,2,4,très faible
20,6,23.38,8,1,14,6,1,très faible
28,21,21.12,7,0,5,3,2,faible
28,8,21.01,1,5,4,5,2,très faible
42,30,15.56,5,0,8,4,5,moyen
34,30,15.42,4,0,13,4,5,moyen
30,5,21.2,3,2,13,3,1,très faible
14,7,19.41,2,4,10,5,4,très faible
14,13,21.02,0,0,1,6,4,très faible
40,33,21.1,7,0,15,0,2,moyen
40,36,24.79,1,1,6,0,0,fort
39,17,14.51,10,0,12,3,5,faible
37,36,19.15,0,0,8,5,0,fort
33,26,12.38,6,0,2,0,0,moyen
43,33,20.37,9,1,9,0,0,moyen
13,11,14.91,2,0,17,2,2,très faible
11,4,20.33,4,1,11,6,4,très faible
34,31,15.68,1,1,14,5,4,fort
13,1,24.28,3,5,17,6,4,très faible
30,22,23.45,2,1,19,0,1,moyen
27,20,22.84,5,1,9,4,1,faible
42,37,16.71,0,5,5,3,5,moyen
16,12,23.09,4,0,2,5,0,très faible
44,43,12.56,0,0,14,6,0,très fort
23,11,22.89,6,2,15,0,2,faible
23,16,18.92,2,3,9,0,4,faible
33,29,16.85,2,1,19,5,3,fort
24,13,20.1,0,0,3,2,1,faible
20,13,17.87,3,4,7,6,5,faible
20,17,17.78,1,2,9,1,1,faible
25,8,20.54,1,3,12,5,4,très faible
28,23,18.5,1,2,0,4,0,faible
24,10,15.64,3,4,19,2,4,faible
10,1,15.8,5,2,14,2,3,très faible
12,1,15.82,0,5,13,1,1,très faible
26,8,13.67,7,0,19,4,2,très faible
42,9,17.15,10,1,16,5,1,très faible
12,6,14.73,2,4,0,6,2,très faible
39,0,18.81,3,3,8,0,1,très faible
13,9,21.71,1,0,8,2,3,très faible
40,8,22.28,7,1,0,6,3,très faible
12,12,12.15,0,0,5,5,2,très faible
34,21,23.65,9,4,12,4,1,moyen
26,26,19.55,0,0,6,5,1,faible
37,3,14.97,0,0,4,1,3,très faible
10,3,16.18,5,2,18,5,1,très faible
33,10,24.59,8,3,11,6,4,très faible
33,12,24.32,6,4,20,6,1,très faible
19,16,17.83,1,2,1,1,3,très faible
42,14,14.61,7,1,5,6,4,très faible
24,11,12.69,7,4,11,0,5,faible
34,7,20.61,9,4,0,2,2,très faible
24,18,22.53,0,3,1,5,4,faible
27,3,24.12,3,0,15,6,3,très faible
40,1,17.43,8,2,17,3,0,très faible
20,13,12.08,0,4,14,0,2,faible
34,21,15.89,10,0,8,1,1,moyen
24,12,12.82,4,3,19,0,2,faible
40,20,19.14,4,5,13,3,2,faible
40,14,18.36,6,4,10,1,3,très faible
36,11,23.89,0,5,19,1,5,très faible
27,16,16.17,8,2,8,1,4,faible
11,1,23.64,7,3,15,3,3,très faible
20,15,16.46,3,1,5,4,0,faible
32,18,14.31,8,1,2,0,3,faible
44,21,16.5,5,5,9,3,0,faible
22,5,16.12,6,5,19,4,2,très faible
44,27,14.87,5,2,13,6,5,moyen
44,25,18.98,10,5,1,6,0,faible
32,21,22.7,1,3,12,3,5,moyen
29,0,24.53,5,1,6,0,3,très faible
39,33,22.12,1,4,6,5,5,moyen
20,15,14.48,2,1,7,6,3,faible
23,7,18.07,10,2,5,6,0,très faible
42,11,23.86,1,5,10,4,5,très faible
16,11,21.17,2,3,19,1,0,très faible
25,25,18.99,0,0,14,4,1,faible
21,19,22.26,1,0,16,1,1,faible
43,6,18.43,4,4,18,4,1,très faible
37,14,14.06,0,1,7,0,4,très faible
27,25,16.29,2,0,5,4,3,faible
13,9,12.92,4,0,0,6,2,très faible
23,13,19.48,0,2,2,2,2,faible
16,13,22.14,1,0,15,1,1,très faible
19,9,18.62,0,1,17,0,2,très faible
35,26,17.82,7,1,16,4,3,moyen
44,18,13.74,10,2,9,0,2,faible
18,3,14.05,9,2,0,0,2,très faible
20,12,20.02,2,4,10,0,4,faible
17,3,18.94,7,1,18,5,5,très faible
12,4,24.85,8,0,10,4,2,très faible
27,3,17.7,3,3,8,4,5,très faible
10,6,19.16,3,0,12,0,4,très faible
31,18,24.52,0,0,14,3,4,faible
16,15,20.67,1,0,8,0,5,très faible
11,0,22.93,3,4,6,2,4,très faible
35,19,12.72,6,0,7,1,3,faible
23,5,19.41,9,3,14,4,5,très faible
37,33,13.05,2,1,15,5,4,fort
42,32,22.64,6,2,12,6,5,moyen
27,25,16.01,1,0,19,0,0,faible
16,0,13.63,3,0,15,3,3,très faible
37,24,23.37,1,4,15,6,1,moyen
23,14,18.03,8,1,6,2,2,faible
19,17,20.49,0,1,6,1,4,très faible
43,3,20.84,3,5,16,4,0,très faible
42,13,12.44,5,4,12,1,4,très faible
23,19,12.52,3,1,12,4,1,faible
11,7,22.23,1,1,0,0,3,très faible
27,27,23.68,0,0,6,1,0,faible
30,1,12.22,10,2,4,3,5,très faible
30,13,20.95,3,3,4,5,2,faible
30,4,14.0,1,1,10,2,1,très faible
31,4,14.69,3,3,20,3,3,très faible
19,6,18.01,4,0,2,4,0,très faible
11,5,19.59,6,0,5,6,5,très faible
24,12,22.43,1,0,10,6,5,faible
43,13,15.96,3,0,9,5,4,très faible
39,24,15.81,5,5,16,3,5,moyen
43,4,15.22,0,3,11,1,1,très faible
21,12,24.45,4,3,0,0,0,faible
37,14,22.42,9,4,7,3,4,très faible
31,16,23.04,8,0,5,6,0,faible
20,3,21.79,4,5,8,4,5,très faible
22,3,20.64,1,5,15,1,5,très faible
34,19,17.43,6,4,20,1,5,faible
42,13,20.28,4,5,1,0,1,très faible
20,10,22.44,2,0,10,1,1,faible
22,21,12.18,0,1,13,4,1,faible
29,26,23.05,3,0,4,4,1,moyen
19,17,22.34,1,1,12,5,0,très faible
41,2,24.14,6,4,20,6,0,très faible
36,0,24.82,10,2,6,4,0,très faible
44,35,17.13,2,5,13,6,5,moyen
42,17,17.63,1,1,16,6,5,faible
22,14,14.36,6,2,6,3,2,faible
24,17,16.73,1,4,19,6,5,faible
21,1,12.21,6,4,11,1,4,très faible
23,19,17.11,2,1,7,2,2,faible
40,10,14.16,8,5,12,3,5,très faible
16,11,16.43,4,1,12,5,5,très faible
24,0,15.32,1,1,13,0,2,très faible
34,13,17.38,6,4,13,0,0,très faible
35,34,23.84,1,0,6,1,2,fort
37,29,23.02,8,0,0,5,3,moyen
10,6,21.77,3,0,9,4,0,très faible
17,6,24.95,9,2,4,3,5,très faible
24,15,14.97,6,3,0,0,5,faible
43,13,19.2,8,2,18,0,4,très faible
35,25,17.63,3,0,3,1,1,moyen
31,29,24.37,1,0,15,0,3,moyen
37,33,21.15,2,2,12,1,4,fort
21,4,15.65,5,4,3,4,3,très faible
13,2,21.86,8,2,0,5,2,très faible
16,7,17.23,1,2,17,1,0,très faible
32,27,14.69,4,1,0,4,0,moyen
29,7,19.49,1,1,14,1,3,très faible
42,24,19.22,5,2,2,2,3,faible
24,7,14.89,3,4,12,4,3,très faible
21,18,21.09,1,1,18,2,0,faible
32,17,14.68,1,4,11,2,5,faible
13,8,17.5,0,5,15,2,5,très faible
14,0,23.28,2,3,15,6,0,très faible
28,14,24.6,8,0,6,1,4,faible
20,15,22.77,1,1,18,5,1,faible
27,12,21.63,5,4,10,5,4,faible
23,8,22.39,6,1,11,0,4,très faible
20,16,20.67,1,3,3,4,5,faible
24,24,20.7,0,0,2,3,4,faible
13,13,19.56,0,0,5,1,1,très faible
42,3,19.65,3,3,1,0,1,très faible
23,0,21.68,8,0,17,5,0,très faible
18,10,19.95,4,4,10,1,5,très faible
34,20,18.44,0,5,8,6,4,faible
34,13,13.08,6,1,16,2,3,très faible
15,10,15.22,0,0,0,3,1,très faible
14,14,17.63,0,0,7,5,2,très faible
40,18,14.43,5,3,0,0,0,faible
20,6,15.0,10,0,12,3,0,très faible
13,12,14.29,0,1,2,0,4,très faible
43,13,17.7,2,0,14,6,2,très faible
20,17,24.77,0,1,7,3,4,faible
15,4,13.96,5,0,12,3,1,très faible
37,29,23.68,2,5,7,6,3,moyen
33,16,14.03,10,1,4,0,3,faible
31,8,16.58,5,1,18,5,3,très faible
13,4,15.36,7,1,7,0,1,très faible
31,4,14.84,3,4,15,2,0,très faible
20,17,15.59,2,0,18,0,1,faible
26,13,20.12,2,3,13,1,4,faible
30,14,21.87,5,1,16,1,1,faible
23,17,22.02,5,0,5,3,2,faible
40,34,13.51,4,0,4,1,1,moyen
37,37,16.08,0,0,1,5,3,fort
21,14,13.51,0,5,7,2,1,faible
38,30,15.35,6,0,19,6,5,moyen
29,17,17.69,1,2,8,1,3,faible
20,14,12.13,3,3,13,6,5,faible
40,27,13.04,8,2,12,5,2,moyen
30,13,21.49,1,2,18,5,1,faible
21,19,24.28,0,1,7,3,3,faible
29,18,23.13,4,4,16,4,5,moyen
40,23,19.45,1,4,16,0,3,faible
42,18,19.98,4,5,0,1,4,faible
24,10,23.84,1,2,11,5,0,faible
30,14,16.45,6,0,8,4,3,faible
32,26,17.13,2,2,19,2,2,moyen
25,17,22.23,3,4,17,0,0,faible
40,31,16.79,9,0,19,2,3,moyen
34,23,12.75,1,1,3,3,5,moyen
29,19,23.62,1,3,10,5,3,moyen
20,9,23.02,10,0,17,3,5,faible
43,19,21.14,1,3,10,6,1,faible
29,29,17.26,0,0,3,6,0,moyen
41,34,13.29,4,1,18,5,1,moyen
21,14,15.47,1,2,1,2,5,faible
29,12,24.05,9,0,6,1,1,faible
36,16,15.93,3,0,15,1,4,faible
44,33,12.36,9,0,17,5,3,moyen
36,28,14.03,2,1,14,2,1,moyen
22,13,16.11,6,2,12,5,4,faible
37,36,20.8,1,0,0,5,3,fort
30,18,20.63,5,1,17,1,4,moyen
28,12,20.76,5,0,20,0,4,faible
39,38,15.95,1,0,19,4,1,fort
35,15,23.46,7,5,9,6,2,faible
41,23,22.74,5,4,11,2,2,faible
20,9,14.56,0,2,11,6,1,faible
42,40,22.34,0,2,2,3,5,fort
42,39,20.55,1,1,2,4,1,fort
31,31,18.69,0,0,16,3,1,moyen
20,12,18.69,7,0,14,6,4,faible
21,14,16.8,3,0,7,4,1,faible
28,26,13.9,0,0,12,5,1,faible
28,19,16.58,2,4,11,5,2,faible
21,12,12.33,4,3,19,0,0,faible
23,22,22.69,0,0,15,3,4,faible
36,21,16.02,9,3,6,4,4,faible
21,15,14.99,4,2,0,1,1,faible
29,29,21.69,0,0,11,4,1,moyen
44,38,18.59,3,0,17,1,1,moyen
39,23,19.72,2,5,19,2,2,faible
27,21,18.51,5,1,3,0,1,faible
33,28,13.2,1,2,20,4,5,moyen
31,21,22.6,10,0,9,4,3,moyen
40,28,20.66,1,0,4,2,0,moyen
29,19,12.22,10,0,16,0,2,moyen
35,30,16.22,4,0,12,4,3,moyen
39,31,20.02,4,3,5,4,2,moyen
31,24,15.35,7,0,2,2,2,moyen
29,20,21.42,1,2,4,6,5,moyen
22,14,19.6,5,3,20,0,4,faible
44,41,23.33,3,0,4,2,0,moyen
33,24,19.56,2,5,3,2,2,moyen
20,18,24.51,2,0,5,5,0,faible
39,27,24.83,9,3,14,4,2,moyen
37,37,18.29,0,0,16,5,2,fort
28,26,12.59,0,1,14,0,5,faible
33,25,17.78,2,2,3,4,3,moyen
33,33,13.35,0,0,7,6,4,fort
27,24,15.38,3,0,6,3,2,faible
41,19,24.74,1,5,9,0,2,faible
20,16,20.28,4,0,18,5,4,faible
34,29,22.67,3,2,12,0,1,moyen
38,17,21.06,7,0,12,1,4,faible
33,31,14.18,2,0,16,4,0,fort
25,25,15.27,0,0,3,4,0,faible
22,17,24.95,4,1,9,5,5,faible
36,15,14.17,6,4,20,5,2,faible
23,13,22.54,0,2,9,3,0,faible
40,38,22.41,1,0,14,6,2,fort
20,10,17.92,4,0,13,4,1,faible
38,28,17.55,2,1,8,2,0,moyen
20,13,17.31,6,1,20,5,5,faible
24,16,20.95,1,1,2,6,5,faible
23,18,17.04,2,2,15,2,4,faible
44,28,17.57,9,3,3,5,1,moyen
44,30,18.29,1,0,20,2,3,moyen
32,15,20.85,6,1,2,6,2,faible
43,28,24.38,6,0,10,4,5,moyen
21,17,13.74,2,0,16,4,2,faible
34,33,22.62,0,0,9,5,1,fort
29,15,18.37,8,2,7,5,5,faible
20,10,16.92,10,0,20,0,1,faible
35,19,24.65,7,3,18,4,5,faible
34,16,17.53,6,3,1,6,2,faible
37,21,20.37,5,3,3,6,3,faible
34,25,13.82,8,1,4,6,1,moyen
32,30,19.16,2,0,16,6,5,moyen
41,34,16.5,2,4,2,4,2,moyen
24,20,13.17,3,1,20,3,2,faible
27,14,23.03,3,2,12,4,1,faible
39,24,12.23,2,1,7,0,4,moyen
28,21,15.44,2,5,2,5,1,faible
32,19,16.16,7,2,7,4,4,faible
24,24,18.43,0,0,4,5,4,faible
26,18,21.01,3,1,6,4,4,faible
23,18,12.6,5,0,9,0,5,faible
25,25,12.57,0,0,2,4,4,faible
29,28,20.62,0,0,4,4,2,moyen
29,24,14.44,1,4,16,3,4,moyen
30,30,14.54,0,0,0,3,5,moyen
23,18,13.11,0,0,1,4,2,faible
40,38,21.32,1,0,10,3,3,fort
32,24,17.94,6,2,13,0,3,moyen
44,38,14.05,5,0,10,0,1,moyen
25,23,14.71,0,2,5,5,5,faible
31,20,15.48,7,4,8,4,3,moyen
32,26,19.38,1,4,7,0,3,moyen
30,22,16.38,1,5,13,5,0,moyen
32,30,18.88,0,2,6,5,0,moyen
37,25,16.18,2,4,13,2,5,moyen
34,26,13.57,1,2,19,3,2,moyen
37,32,24.52,2,3,5,5,0,moyen
37,34,18.83,0,0,20,0,5,fort
35,22,14.87,4,3,17,2,4,moyen
24,19,14.32,0,5,6,3,5,faible
40,25,22.91,5,0,19,2,0,moyen
23,10,23.91,5,3,15,0,3,faible
44,20,19.21,1,4,20,4,3,faible
34,29,20.06,1,1,12,3,4,fort
35,35,20.15,0,0,5,5,1,fort
21,10,21.79,2,2,1,0,4,faible
30,14,19.68,8,1,12,1,4,faible
25,10,14.71,4,2,4,1,3,faible
41,25,16.76,7,5,17,2,2,moyen
34,20,20.8,4,3,9,3,2,faible
21,9,18.17,5,1,15,2,3,faible
38,34,16.13,4,0,7,0,1,moyen
43,32,14.99,4,1,13,4,0,moyen
29,14,24.96,7,0,3,4,5,faible
25,17,15.43,3,1,4,1,5,faible
43,36,12.38,2,4,2,2,3,moyen
31,30,24.96,0,0,13,5,1,moyen
42,31,16.38,3,0,8,1,1,moyen
38,16,19.95,2,0,5,5,4,faible
22,14,23.34,8,0,1,1,0,faible
22,11,13.91,8,1,11,2,5,faible
30,14,12.27,2,2,10,0,0,faible
22,21,23.57,0,1,9,3,0,faible
21,20,17.23,0,1,18,5,3,faible
35,15,20.35,10,4,4,6,0,faible
30,15,13.43,1,4,6,3,1,faible
21,13,15.11,5,1,12,6,2,faible
26,22,17.85,1,3,11,6,1,faible
30,18,16.8,3,0,3,2,4,moyen
40,39,13.3,1,0,19,3,0,fort
24,13,13.55,3,2,8,5,4,faible
33,33,23.25,0,0,7,6,4,fort
33,19,12.49,1,5,13,6,2,faible
21,12,17.14,6,0,7,3,0,faible
26,17,15.83,1,3,19,5,3,faible
28,19,22.27,9,0,16,5,5,faible
40,19,19.95,4,5,3,3,3,faible
41,26,16.25,0,5,7,1,5,moyen
44,37,19.3,5,2,9,0,4,moyen
29,20,21.14,1,5,4,3,1,moyen
35,27,22.28,8,0,11,1,4,moyen
33,23,12.34,10,0,17,1,2,moyen
30,16,12.73,10,4,3,3,2,faible
26,19,13.65,5,2,14,2,0,faible
27,25,15.12,1,0,1,3,0,faible
41,27,13.18,6,3,7,1,4,moyen
20,11,22.88,9,0,20,2,1,faible
27,20,20.07,6,1,2,4,5,faible
26,22,19.49,3,0,7,6,4,faible
42,39,14.47,1,2,12,3,3,fort
32,20,23.98,9,1,1,2,0,moyen
20,16,14.04,4,0,11,6,2,faible
33,21,21.58,6,0,7,5,5,moyen
34,32,14.48,2,0,9,3,1,fort
28,17,22.04,8,2,0,6,0,faible
21,20,20.04,0,0,20,4,1,faible
40,29,21.16,6,1,2,2,5,moyen
38,34,22.11,1,2,15,2,1,fort
24,23,23.44,1,0,2,2,5,faible
39,26,12.35,0,3,15,5,1,moyen
25,14,13.44,5,2,3,0,3,faible
40,31,14.62,3,4,10,0,4,moyen
23,18,13.8,3,2,11,0,1,faible
34,20,18.05,6,1,11,2,5,faible
28,26,14.71,0,2,7,4,2,faible
22,10,18.98,1,4,15,2,2,faible
43,37,23.14,1,2,0,0,2,fort
30,27,19.68,3,0,2,2,3,moyen
43,37,19.13,1,3,1,1,1,moyen
44,23,20.99,5,0,9,4,1,faible
34,26,18.0,8,0,3,2,5,moyen
26,16,12.72,1,3,1,0,0,faible
32,29,14.63,2,1,17,5,1,moyen
30,26,18.27,4,0,1,1,4,moyen
29,27,14.74,1,0,14,5,3,moyen
24,24,17.82,0,0,12,5,3,faible
36,30,17.84,5,0,19,6,1,moyen
28,26,15.31,1,0,0,0,3,faible
40,32,12.26,8,0,6,2,3,moyen
43,19,19.41,8,2,17,2,5,faible
35,23,20.94,3,1,14,3,2,moyen
38,34,22.09,3,1,18,1,1,moyen
44,27,14.4,6,2,3,2,0,moyen
40,37,14.92,1,1,5,5,5,fort
24,15,19.6,9,0,10,2,5,faible
37,26,16.6,8,2,1,3,5,moyen
23,15,13.93,0,4,16,6,3,faible
22,14,14.72,4,2,13,4,2,faible
24,17,22.37,6,0,19,4,1,faible
28,15,12.27,3,3,8,0,5,faible
42,20,17.83,1,4,4,6,0,faible
27,12,16.02,8,3,20,3,0,faible
33,26,15.26,3,2,16,2,2,moyen
23,17,19.76,6,0,5,5,1,faible
37,36,22.05,0,0,18,0,1,fort
24,19,15.43,3,0,7,0,1,faible
39,19,13.0,9,2,17,2,0,faible
31,13,18.5,7,2,10,0,2,faible
24,17,23.16,7,0,17,4,4,faible
27,11,17.27,4,0,13,3,0,faible
27,19,18.01,5,1,13,2,3,faible
23,23,13.76,0,0,19,4,0,faible
25,24,15.39,1,0,16,3,5,faible
22,16,14.13,1,5,18,2,3,faible
42,41,14.89,0,0,17,1,3,très fort
22,22,18.86,0,0,14,2,1,faible
41,19,20.52,9,0,18,4,0,faible
32,26,15.79,4,0,5,3,0,moyen
